yr, sa3_code_2016, aboriginal_torres_strait_islander_peoples_census_and_pc, australian_citizenship_census_australian_citizen_pc, australian_citizenship_census_australian_citizenship_stated_pc, australian_citizenship_census_not_an_australian_citizen_pc, births_deaths_year_ended_31_december_and_num, brths_dths_yr_endd_31_dcmbr_and_nm, brths_dths_yr_endd_31_dcmbr_and_stndrdsd_dth_rte_pr_1000_ppltn, brths_dths_yr_endd_31_dcmbr_and_ttl_frtlty_rte_pr_fmle, estimated_resident_population_females_30_june_0_4_years_num, estimated_resident_population_females_30_june_0_4_years_pc, estimated_resident_population_females_30_june_10_14_years_num, estimated_resident_population_females_30_june_10_14_years_pc, estimated_resident_population_females_30_june_15_19_years_num, estimated_resident_population_females_30_june_15_19_years_pc, estimated_resident_population_females_30_june_20_24_years_num, estimated_resident_population_females_30_june_20_24_years_pc, estimated_resident_population_females_30_june_25_29_years_num, estimated_resident_population_females_30_june_25_29_years_pc, estimated_resident_population_females_30_june_34_years_num, estimated_resident_population_females_30_june_34_years_pc, estimated_resident_population_females_30_june_35_39_years_num, estimated_resident_population_females_30_june_35_39_years_pc, estimated_resident_population_females_30_june_40_44_years_num, estimated_resident_population_females_30_june_40_44_years_pc, estimated_resident_population_females_30_june_45_49_years_num, estimated_resident_population_females_30_june_45_49_years_pc, estimated_resident_population_females_30_june_50_54_years_num, estimated_resident_population_females_30_june_50_54_years_pc, estimated_resident_population_females_30_june_55_59_years_num, estimated_resident_population_females_30_june_55_59_years_pc, estimated_resident_population_females_30_june_5_9_years_num, estimated_resident_population_females_30_june_5_9_years_pc, estimated_resident_population_females_30_june_60_64_years_num, estimated_resident_population_females_30_june_60_64_years_pc, estimated_resident_population_females_30_june_65_69_years_num, estimated_resident_population_females_30_june_65_69_years_pc, estimated_resident_population_females_30_june_70_74_years_num, estimated_resident_population_females_30_june_70_74_years_pc, estimated_resident_population_females_30_june_75_79_years_num, estimated_resident_population_females_30_june_75_79_years_pc, estimated_resident_population_females_30_june_80_84_years_num, estimated_resident_population_females_30_june_80_84_years_pc, estimated_resident_population_females_30_june_females_85_num, estimated_resident_population_females_30_june_females_85_pc, estimated_resident_population_males_30_june_10_14_years_num, estimated_resident_population_males_30_june_10_14_years_pc, estimated_resident_population_males_30_june_15_19_years_num, estimated_resident_population_males_30_june_15_19_years_pc, estimated_resident_population_males_30_june_20_24_years_num, estimated_resident_population_males_30_june_20_24_years_pc, estimated_resident_population_males_30_june_25_29_years_num, estimated_resident_population_males_30_june_25_29_years_pc, estimated_resident_population_males_30_june_34_years_num, estimated_resident_population_males_30_june_34_years_pc, estimated_resident_population_males_30_june_35_39_years_num, estimated_resident_population_males_30_june_35_39_years_pc, estimated_resident_population_males_30_june_40_44_years_num, estimated_resident_population_males_30_june_40_44_years_pc, estimated_resident_population_males_30_june_45_49_years_num, estimated_resident_population_males_30_june_45_49_years_pc, estimated_resident_population_males_30_june_50_54_years_num, estimated_resident_population_males_30_june_50_54_years_pc, estimated_resident_population_males_30_june_55_59_years_num, estimated_resident_population_males_30_june_55_59_years_pc, estimated_resident_population_males_30_june_60_64_years_num, estimated_resident_population_males_30_june_60_64_years_pc, estimated_resident_population_males_30_june_65_69_years_num, estimated_resident_population_males_30_june_65_69_years_pc, estimated_resident_population_males_30_june_70_74_years_num, estimated_resident_population_males_30_june_70_74_years_pc, estimated_resident_population_males_30_june_75_79_years_num, estimated_resident_population_males_30_june_75_79_years_pc, estimated_resident_population_males_30_june_80_84_years_num, estimated_resident_population_males_30_june_80_84_years_pc, estimated_resident_population_males_30_june_males_0_4_years_num, estimated_resident_population_males_30_june_males_0_4_years_pc, estimated_resident_population_males_30_june_males_5_9_years_num, estimated_resident_population_males_30_june_males_5_9_years_pc, estimated_resident_population_males_30_june_males_85_num, estimated_resident_population_males_30_june_males_85_pc, estimated_resident_population_persons_30_june_0_4_years_num, estimated_resident_population_persons_30_june_0_4_years_pc, estimated_resident_population_persons_30_june_10_14_years_num, estimated_resident_population_persons_30_june_10_14_years_pc, estimated_resident_population_persons_30_june_15_19_years_num, estimated_resident_population_persons_30_june_15_19_years_pc, estimated_resident_population_persons_30_june_20_24_years_num, estimated_resident_population_persons_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_25_29_years_num, estimated_resident_population_persons_30_june_25_29_years_pc, estimated_resident_population_persons_30_june_34_years_num, estimated_resident_population_persons_30_june_34_years_pc, estimated_resident_population_persons_30_june_35_39_years_num, estimated_resident_population_persons_30_june_35_39_years_pc, estimated_resident_population_persons_30_june_40_44_years_num, estimated_resident_population_persons_30_june_40_44_years_pc, estimated_resident_population_persons_30_june_45_49_years_num, estimated_resident_population_persons_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_50_54_years_num, estimated_resident_population_persons_30_june_50_54_years_pc, estimated_resident_population_persons_30_june_55_59_years_num, estimated_resident_population_persons_30_june_55_59_years_pc, estimated_resident_population_persons_30_june_5_9_years_num, estimated_resident_population_persons_30_june_5_9_years_pc, estimated_resident_population_persons_30_june_60_64_years_num, estimated_resident_population_persons_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_65_69_years_num, estimated_resident_population_persons_30_june_65_69_years_pc, estimated_resident_population_persons_30_june_70_74_years_num, estimated_resident_population_persons_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_75_79_years_num, estimated_resident_population_persons_30_june_75_79_years_pc, estimated_resident_population_persons_30_june_80_84_years_num, estimated_resident_population_persons_30_june_80_84_years_pc, estimated_resident_population_persons_30_june_persons_85_num, estimated_resident_population_persons_30_june_persons_85_pc, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_nm, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_fmls_ttl_nm, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_fmls_yrs, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_mls_yrs, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_prsns_yrs, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mls_ttl_nm, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_prsns_ttl_nm, internal_overseas_migration_30_june_internal_arrivals_num, internal_overseas_migration_30_june_internal_departures_num, internal_overseas_migration_30_june_net_internal_migration_num, internal_overseas_migration_30_june_net_overseas_migration_num, internal_overseas_migration_30_june_overseas_arrivals_num, internal_overseas_migration_30_june_overseas_departures_num, overseas_born_population_census_born_in_americas_pc, overseas_born_population_census_born_in_north_east_asia_pc, overseas_born_population_census_born_in_north_west_europe_pc, overseas_born_population_census_born_in_south_east_asia_pc, overseas_born_population_census_born_in_sub_saharan_africa_pc, overseas_born_population_census_born_southern_central_asia_pc, overseas_born_population_census_born_southern_eastern_europe_pc, overseas_born_population_census_north_africa_middle_east_pc, overseas_born_population_census_total_born_overseas_pc, ovrss_brn_ppltn_cnss_ocna_antrctca_excldng_astrla_pc, population_density_as_at_30_june_population_density_personskm2, religious_affiliation_census_buddhism_pc, religious_affiliation_census_christianity_pc, religious_affiliation_census_hinduism_pc, religious_affiliation_census_inadequately_described_stated_pc, religious_affiliation_census_islam_pc, religious_affiliation_census_judaism_pc, religious_affiliation_census_no_religion_secular_beliefs_pc, religious_affiliation_census_other_religions_pc, religious_affiliation_census_other_spiritual_beliefs_pc, sa3_name_2016, speaks_language_english_home_census_a_other_than_at_pc, feature_code, feature_name
2019,"20601",null,null,null,null,null,null,null,null,2463,4.8,1808,3.5,1827,3.6,4830,9.5,6904,13.5,6183,12.1,4779,9.4,3434,6.7,3242,6.4,2556,5,2449,4.8,2186,4.3,2122,4.2,1625,3.2,1396,2.7,1090,2.1,1070,2.1,1055,2.1,1880,3.9,1767,3.6,4166,8.6,6500,13.4,6228,12.8,4887,10.1,3630,7.5,3027,6.2,2472,5.1,2221,4.6,1902,3.9,1475,3,1189,2.4,950,2,725,1.5,2597,5.3,2199,4.5,750,1.5,5060,5.1,3688,3.7,3594,3.6,8996,9,13404,13.5,12411,12.5,9666,9.7,7064,7.1,6269,6.3,5028,5,4670,4.7,4385,4.4,4024,4,3100,3.1,2585,2.6,2040,2,1795,1.8,1805,1.8,75126,75.4,51019,34.4,34.1,34.2,48565,99584,9475,9685,-210,1900,3866,1966,null,null,null,null,null,null,null,null,null,null,4878.4,null,null,null,null,null,null,null,null,null,"Brunswick - Coburg",null,"20601","Brunswick - Coburg"
2019,"20602",null,null,null,null,null,null,null,null,1487,4.8,1413,4.6,1219,4,2132,6.9,3372,11,3338,10.9,2699,8.8,2286,7.4,2262,7.4,1915,6.2,1702,5.5,1504,4.9,1277,4.2,1100,3.6,847,2.8,705,2.3,674,2.2,766,2.5,1405,5.1,1254,4.5,1800,6.5,2851,10.3,2967,10.7,2508,9.1,2011,7.3,2090,7.6,1702,6.2,1514,5.5,1242,4.5,932,3.4,753,2.7,570,2.1,487,1.8,1499,5.4,1565,5.7,454,1.6,2986,5.1,2818,4.8,2473,4.2,3932,6.7,6223,10.7,6305,10.8,5207,8.9,4297,7.4,4352,7.5,3617,6.2,3216,5.5,3069,5.3,2519,4.3,2032,3.5,1600,2.7,1275,2.2,1161,2,1220,2.1,42141,72.3,30698,36.6,35.9,36.2,27604,58302,5660,5791,-131,663,1402,739,null,null,null,null,null,null,null,null,null,null,4156.3,null,null,null,null,null,null,null,null,null,"Darebin - South",null,"20602","Darebin - South"
2019,"20603",null,null,null,null,null,null,null,null,2062,5.4,1808,4.7,1897,4.9,2978,7.8,3875,10.1,3727,9.7,3182,8.3,2548,6.6,2681,7,2375,6.2,2185,5.7,1808,4.7,1980,5.2,1505,3.9,1137,3,827,2.2,794,2.1,1004,2.6,1858,5.1,1909,5.2,2850,7.8,3702,10.2,3668,10.1,2986,8.2,2419,6.6,2447,6.7,2258,6.2,2077,5.7,1828,5,1462,4,1089,3,687,1.9,502,1.4,2168,5.9,1998,5.5,550,1.5,4230,5.7,3666,4.9,3806,5.1,5828,7.8,7577,10.1,7395,9.9,6168,8.2,4967,6.6,5128,6.9,4633,6.2,4262,5.7,3806,5.1,3808,5.1,2967,4,2226,3,1514,2,1296,1.7000000000000004,1554,2.1,53572,71.6,38373,36.5,35.1,35.8,36458,74831,6643,7125,-482,1337,2398,1061,null,null,null,null,null,null,null,null,null,null,4108.2,null,null,null,null,null,null,null,null,null,"Essendon",null,"20603","Essendon"
2019,"20604",null,null,null,null,null,null,null,null,2524,2.8,1256,1.4,6438,7.1,21247,23.4,18468,20.3,11647,12.8,6493,7.1,3641,4,3257,3.6,2809,3.1,2858,3.1,1543,1.7000000000000004,2420,2.7,2074,2.3,1630,1.8,991,1.1,673,0.7000000000000002,891,1,1273,1.4,5370,6.1,18875,21.4,17792,20.2,12099,13.7,7248,8.2,4198,4.8,3299,3.7,2858,3.2,2794,3.2,2378,2.7,2004,2.3,1705,1.9,1059,1.2,588,0.7000000000000002,2470,2.8,1654,1.9,497,0.6000000000000002,4994,2.8,2529,1.4,11808,6.6,40122,22.4,36260,20.3,23746,13.3,13741,7.7,7839,4.4,6556,3.7,5667,3.2,5652,3.2,3197,1.8,4798,2.7,4078,2.3,3335,1.9,2050,1.1,1261,0.7000000000000002,1388,0.8,156189,87.2,90860,28.1,28.9,28.5,88161,179021,15931,16734,-803,8591,24725,16134,null,null,null,null,null,null,null,null,null,null,5690,null,null,null,null,null,null,null,null,null,"Melbourne City",null,"20604","Melbourne City"
2019,"20605",null,null,null,null,null,null,null,null,2664,4.5,1846,3.1,1657,2.8,3987,6.8,7662,13,7798,13.3,5788,9.8,4227,7.2,4156,7.1,3522,6,3328,5.7,2098,3.6,2764,4.7,2253,3.8,1955,3.3,1223,2.1,890,1.5,949,1.6,1895,3.3,1742,3.1,3481,6.1,6873,12.1,7701,13.6,5802,10.2,4150,7.3,3900,6.9,3405,6,3322,5.8,2768,4.9,2310,4.1,1968,3.5,1231,2.2,720,1.3,2679,4.7,2232,3.9,640,1.1,5343,4.6,3741,3.2,3399,2.9,7468,6.5,14535,12.6,15499,13.4,11590,10,8377,7.2,8056,7,6927,6,6650,5.8,4330,3.7,5532,4.8,4563,3.9,3923,3.4,2454,2.1,1610,1.4,1589,1.4,88033,76.2,58767,36.3,36.4,36.3,56819,115586,11565,12164,-599,2189,5457,3268,null,null,null,null,null,null,null,null,null,null,4498.2,null,null,null,null,null,null,null,null,null,"Port Phillip",null,"20605","Port Phillip"
2019,"20606",null,null,null,null,null,null,null,null,1249,3.3,992,2.6,1223,3.3,3540,9.4,6145,16.4,5273,14,3053,8.1,1900,5.1,1974,5.3,1783,4.8,1716,4.6,1038,2.8,1636,4.4,1619,4.3,1442,3.8,1074,2.9,893,2.4,985,2.6,975,2.8,1088,3.2,2921,8.5,5247,15.2,5369,15.6,3365,9.7,2023,5.9,1807,5.2,1600,4.6,1641,4.8,1470,4.3,1360,3.9,1267,3.7,891,2.6,620,1.8,1326,3.8,969,2.8,583,1.7000000000000004,2575,3.6,1967,2.7,2311,3.2,6461,9,11392,15.8,10642,14.8,6418,8.9,3923,5.4,3781,5.2,3383,4.7,3357,4.7,2007,2.8,3106,4.3,2979,4.1,2709,3.8,1965,2.7,1513,2.1,1568,2.2,54774,76,37535,34.2,34.3,34.3,34522,72057,7730,8563,-833,1382,3835,2453,null,null,null,null,null,null,null,null,null,null,6040.3,null,null,null,null,null,null,null,null,null,"Stonnington - West",null,"20606","Stonnington - West"
2019,"20607",null,null,null,null,null,null,null,null,2242,4.3,1454,2.8,1575,3,4491,8.7,8782,17,7612,14.7,4668,9,3137,6.1,2848,5.5,2622,5.1,2355,4.5,1740,3.4,2250,4.3,1758,3.4,1591,3.1,1076,2.1,817,1.6,756,1.5,1502,3,1503,3,3863,7.7,7990,15.8,7723,15.3,5151,10.2,3420,6.8,2917,5.8,2532,5,2471,4.9,2196,4.4,1576,3.1,1411,2.8,943,1.9,576,1.1,2344,4.6,1817,3.6,544,1.1,4586,4.5,2956,2.9,3078,3,8354,8.2,16772,16.4,15335,15,9819,9.6,6557,6.4,5765,5.6,5154,5,4826,4.7,3557,3.5,4446,4.3,3334,3.3,3002,2.9,2019,2,1393,1.4,1300,1.3,80106,78.3,51774,33.5,33.9,33.7,50479,102253,11419,11072,347,1913,4246,2333,null,null,null,null,null,null,null,null,null,null,4959.8,null,null,null,null,null,null,null,null,null,"Yarra",null,"20607","Yarra"
2019,"20701",null,null,null,null,null,null,null,null,3717,3.9,6028,6.4,6585,7,7617,8.1,7444,7.9,6032,6.4,5645,6,5961,6.3,6985,7.4,6385,6.8,5910,6.2,4963,5.2,4958,5.2,4239,4.5,3957,4.2,2830,3,2172,2.3,3133,3.3,6112,6.9,6681,7.5,8017,9,7371,8.3,6077,6.9,5161,5.8,5070,5.7,5864,6.6,5692,6.4,5472,6.2,4525,5.1,3947,4.5,3426,3.9,2356,2.7,1627,1.8,4083,4.6,5358,6,1772,2,7800,4.3,12140,6.6,13266,7.2,15634,8.5,14815,8.1,12109,6.6,10806,5.9,11031,6,12849,7,12077,6.6,11382,6.2,10321,5.6,9483,5.2,8186,4.5,7383,4,5186,2.8,3799,2.1,4905,2.7,123452,67.4,94561,39.3,35.6,37.5,88611,183172,13025,13972,-947,2406,6684,4278,null,null,null,null,null,null,null,null,null,null,3052.1,null,null,null,null,null,null,null,null,null,"Boroondara",null,"20701","Boroondara"
2019,"20702",null,null,null,null,null,null,null,null,2479,4.8,2555,5,2715,5.3,3129,6.1,3192,6.2,3144,6.1,3464,6.7,3201,6.2,3416,6.6,3253,6.3,3306,6.4,2862,5.6,2980,5.8,2682,5.2,2740,5.3,2402,4.7,1890,3.7,2003,3.9,2873,5.9,3118,6.4,3548,7.3,3478,7.1,2984,6.1,3092,6.4,2894,5.9,3077,6.3,3022,6.2,2877,5.9,2651,5.4,2237,4.6,2108,4.3,2134,4.4,1655,3.4,2519,5.2,2969,6.1,1444,3,4998,5,5428,5.4,5833,5.8,6677,6.7,6670,6.7,6128,6.1,6556,6.5,6095,6.1,6493,6.5,6275,6.3,6183,6.2,5831,5.8,5631,5.6,4919,4.9,4848,4.8,4536,4.5,3545,3.5,3447,3.4,62541,62.5,51413,43.4,39.6,41.6,48680,100093,7081,6959,122,1807,3118,1311,null,null,null,null,null,null,null,null,null,null,2056.5,null,null,null,null,null,null,null,null,null,"Manningham - West",null,"20702","Manningham - West"
2019,"20703",null,null,null,null,null,null,null,null,2482,4.3,2926,5.1,3728,6.4,5868,10.1,5104,8.8,4249,7.3,3592,6.2,3397,5.9,3926,6.8,3527,6.1,3188,5.5,2907,5,2778,4.8,2318,4,2087,3.6,1857,3.2,1733,3,2225,3.8,3077,5.5,3760,6.7,6736,12,5796,10.4,4070,7.3,3523,6.3,3162,5.7,3504,6.3,3072,5.5,2929,5.2,2555,4.6,2047,3.7,1750,3.1,1470,2.6,1178,2.1,2756,4.9,3144,5.6,1422,2.5,5238,4.6,6003,5.3,7488,6.6,12604,11.1,10900,9.6,8319,7.3,7115,6.2,6559,5.8,7430,6.5,6599,5.8,6117,5.4,6051,5.3,5333,4.7,4365,3.8,3837,3.4,3327,2.9,2911,2.6,3647,3.2,78464,68.9,57892,37.3,33.1,35.2,55951,113843,8001,9546,-1545,3233,6228,2995,null,null,null,null,null,null,null,null,null,null,2991.5,null,null,null,null,null,null,null,null,null,"Whitehorse - West",null,"20703","Whitehorse - West"
