yr, sa3_code_2016, bldng_apprvls_yr_endd_30_jne_prvte_sctr_dwllngs_excldng_hss_nm, bldng_apprvls_yr_endd_30_jne_ttl_prvte_sctr_dwllng_unts_nm, bldng_apprvls_yr_endd_30_jne_ttl_vle_prvte_sctr_dwllng_unts_m, bldng_apprvls_yr_endd_30_jne_vle_prvte_sctr_hss_m, bldng_aprvls_yr_end_30_jne_vle_prvte_sctr_dwlngs_excldng_hs_m, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bsnss_entrs_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_1_4_emplys_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_20_emplys_nm, bsnss_exts_yr_endd_30_jne_nmbr_emplyng_5_19_emplys_nm, building_approvals_year_ended_30_june_private_sector_houses_num, building_approvals_year_ended_30_june_total_dwelling_units_num, building_approvals_year_ended_30_june_value_non_residential_m, building_approvals_year_ended_30_june_value_of_total_building_m, building_approvals_year_ended_30_june_value_residential_m, business_entries_year_ended_30_june_number_non_employing_num, business_entries_year_ended_30_june_total_number_num, business_exits_year_ended_30_june_number_non_employing_num, business_exits_year_ended_30_june_total_number_num, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_cnstrctn_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_edctn_trnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnfctrng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_mnng_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_rtl_trde_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_srvcs_pc, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_ttl_nm, indstry_emplymnt_prprtn_of_emplyd_prsns_cnss_whlsle_trde_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_acmdtn_fd_srvc_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_admnstrve_sprt_srvc_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_agrclte_frsty_fshng_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_arts_rctn_srvc_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_elctry_gs_wtr_wste_srvc, indstry_emplynt_prtn_of_emplyd_prsn_cns_fncl_insrce_srvc_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_hlt_cre_scl_astnce_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_indqtly_dscrb_std_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_infrmt_mda_tlcmns_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_pblc_admnstr_sfty_pc, indstry_emplynt_prtn_of_emplyd_prsn_cns_prfsnl_scntf_tchnl_srvc, indstry_emplynt_prtn_of_emplyd_prsn_cns_rntl_hrng_rl_est_srvc_p, indstry_emplynt_prtn_of_emplyd_prsn_cns_trnsp_pstl_wrhsng_pc, nmbr_bsnsss_indstry_30_jne_accmmdtn_fd_srvcs_nm, nmbr_bsnsss_indstry_30_jne_admnstrtve_spprt_srvcs_nm, nmbr_bsnsss_indstry_30_jne_agrcltre_frstry_fshng_nm, nmbr_bsnsss_indstry_30_jne_elctrcty_gs_wtr_wste_srvcs_nm, nmbr_bsnsss_indstry_30_jne_fnncl_insrnce_srvcs_nm, nmbr_bsnsss_indstry_30_jne_hlth_cre_scl_assstnce_nm, nmbr_bsnsss_indstry_30_jne_infrmtn_mda_tlcmmnctns_nm, nmbr_bsnsss_indstry_30_jne_pblc_admnstrtn_sfty_nm, nmbr_bsnsss_indstry_30_jne_prfssnl_scntfc_tchncl_srvcs_nm, nmbr_bsnsss_indstry_30_jne_rntl_hrng_rl_estte_srvcs_nm, nmbr_bsnsss_indstry_30_jne_trnsprt_pstl_wrhsng_nm, number_businesses_30_june_of_employing_1_4_employees_num, number_businesses_30_june_of_employing_20_employees_num, number_businesses_30_june_of_employing_5_19_employees_num, number_businesses_30_june_of_non_employing_num, number_businesses_30_june_total_number_of_businesses_num, number_businesses_industry_30_june_arts_recreation_services_num, number_businesses_industry_30_june_currently_unknown_num, number_businesses_industry_30_june_education_training_num, number_businesses_industry_30_june_manufacturing_num, number_businesses_industry_30_june_of_by_total_num, number_businesses_industry_30_june_services_num, number_businesses_industry_30_june_wholesale_trade_num, number_of_businesses_by_industry_as_at_30_june_construction_num, number_of_businesses_by_industry_as_at_30_june_mining_num, number_of_businesses_by_industry_as_at_30_june_retail_trade_num, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_clr_ad, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_cmnty, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_lbrs_n, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_mchnry, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_mngrs, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_or_unk, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_prfsnl, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_sl_wrk, ocptns_dbtrs_entrg_bsn_n_rltd_prsnl_inslvc_yr_end_30_jne_tchns, patent_trademark_applicants_year_ending_31_december_num, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_bsnss_rltd_nm, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_nm, prsnl_inslvncs_yr_endd_30_jne_ttl_dbtrs_entrng_nn_bsnss_rltd_nm, ptnt_trdmrk_applcnts_yr_endng_31_dcmbr_nm, registered_motor_vehicles_type_fuel_31_january_diesel_num, registered_motor_vehicles_type_fuel_31_january_electric_num, registered_motor_vehicles_type_fuel_31_january_lpgdualother_num, registered_motor_vehicles_type_fuel_31_january_petrol_num, registered_motor_vehicles_type_vehicle_31_january_buses_num, registered_motor_vehicles_type_vehicle_31_january_passenger_num, registered_motor_vehicles_type_vehicle_31_january_total_num, rgstrd_mtr_vhcls_type_vhcle_31_jnry_artcltd_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_cmprvns_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_hvy_rgd_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_cmmrcl_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_lght_rgd_trcks_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_mtrcycls_nm, rgstrd_mtr_vhcls_type_vhcle_31_jnry_nn_frght_crryng_trcks_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_10_yrs_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_5_10_yrs_nm, rgstrd_mtr_vhcls_yr_mnfctre_31_jnry_lss_5_yrs_nm, rsdntl_prprty_prcs_yr_endd_30_jne_attchd_dwllngs_mdn_sle_prce, rsdntl_prprty_prcs_yr_endd_30_jne_hss_mdn_sle_prce, rsdntl_prprty_prcs_yr_endd_30_jne_hss_nmbr_trnsfrs_nm, rsdntl_prty_prcs_yr_end_30_jne_atchd_dwlngs_nmbr_trnsf_nm, sa3_name_2016, slctd_cs_prsnl_inslvc_yr_end_30_jne_bsn_rltd_csd_ecnm_cndts_nm, slctd_cs_prsnl_inslvc_yr_end_30_jne_n_bsn_rltd_csd_excsv_use_of, slctd_cs_prsnl_inslvc_yr_end_30_jne_n_bsn_rltd_csd_unmplyt_ls_o, tourist_accommodation_establishments_30_june_15_rooms_num, feature_code, feature_name
2019,"20601",523,619,262,95,167,273,5,37,185,6,40,96,619,34,302,268,1130,1447,927,1160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,429,308,39,9,532,615,158,25,1384,818,576,1840,160,622,5232,7859,237,30,160,343,7859,304,256,1075,3,539,14,3,3,null,6,null,6,6,6,null,12,49,38,null,8621,26,1700,47252,220,48611,57602,20,110,467,5513,368,2246,40,24745,15123,17710,506000,975000,678,935,"Brunswick - Coburg",null,14,14,null,"20601","Brunswick - Coburg"
2019,"20602",156,221,149,95,55,144,3,10,119,5,29,65,223,25,177,153,601,766,482,637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,259,175,34,9,344,455,110,9,955,511,238,1162,104,415,3254,4930,200,21,97,193,4930,198,167,643,null,309,4,7,null,4,7,null,null,null,null,null,8,23,10,null,4545,31,715,27494,70,28273,32773,25,45,203,2847,179,1122,21,14637,8947,9187,592500,1210000,447,566,"Darebin - South",4,7,4,null,"20602","Darebin - South"
2019,"20603",525,613,294,119,175,234,null,28,177,5,27,88,613,77,376,299,955,1220,702,907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,320,282,66,7,815,652,83,22,1202,900,566,1773,118,573,4754,7217,139,24,113,153,7217,254,183,1028,8,390,11,8,null,null,8,3,12,3,8,null,4,48,44,null,7110,31,743,37495,80,39131,45393,135,58,381,3683,188,1698,18,16779,13168,15438,472500,1300000,527,665,"Essendon",null,13,12,null,"20603","Essendon"
2019,"20604",2249,2264,1006,55,951,1401,37,193,883,64,213,15,2264,3359,4395,1037,4778,6413,4048,5206,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2240,1728,424,137,8515,2184,641,93,8667,5762,1041,8842,1709,3804,26368,40722,468,171,798,734,40722,876,1343,3047,182,1677,5,10,null,5,14,3,9,9,9,null,24,84,59,null,28594,129,1563,66843,947,72566,97136,526,93,2217,15334,1514,3529,416,20219,20055,56859,545000,1109000,266,4531,"Melbourne City",3,17,14,null,"20604","Melbourne City"
2019,"20605",669,720,469,147,323,735,23,102,452,27,92,51,745,305,808,503,2716,3575,2316,2891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,917,968,217,57,2915,1483,612,72,4670,3499,651,4905,808,2132,14673,22512,462,89,377,461,22512,639,846,2424,38,1099,11,5,4,null,19,4,29,11,12,null,29,94,66,null,19098,104,951,68896,302,73928,89061,423,315,966,9018,764,3213,102,25548,21810,41670,595500,1586000,568,1802,"Port Phillip",6,26,11,null,"20605","Port Phillip"
2019,"20606",688,734,549,225,324,377,5,51,217,14,61,46,734,154,707,554,1427,1864,1276,1569,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,563,464,143,18,1778,1031,253,16,2307,2343,244,2627,273,1003,8509,12413,243,38,166,246,12413,407,418,978,21,730,5,6,null,3,12,4,13,3,6,null,12,49,36,null,6423,115,312,32465,71,35928,39316,null,35,80,1796,86,1308,6,13097,11229,14986,590000,1887103,457,1118,"Stonnington - West",3,22,4,null,"20606","Stonnington - West"
2019,"20607",642,684,414,148,266,563,18,70,337,28,100,42,684,684,1143,459,1668,2318,1504,1969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,931,538,128,41,1428,1353,502,37,3585,2032,504,3773,632,1699,9794,15892,520,62,273,509,15892,451,669,1296,12,1020,null,5,9,null,12,null,15,9,7,null,12,64,52,null,15065,121,862,52405,744,56636,68424,42,72,441,7646,445,2324,76,21039,16028,31357,600000,1300000,603,1029,"Yarra",null,26,12,null,"20607","Yarra"
2019,"20701",832,1185,966,579,387,787,13,90,559,25,97,353,1186,202,1170,968,2704,3587,2449,3119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,975,918,322,32,4338,2964,290,52,5034,4122,730,6360,510,1924,17885,26682,349,80,445,500,26682,593,1136,2487,25,1282,8,8,4,4,19,null,15,15,7,null,15,78,60,null,20420,197,1206,95385,276,106811,117209,126,78,455,6168,324,2945,19,38440,34310,44439,680000,1910000,1473,1201,"Boroondara",4,30,15,null,"20701","Boroondara"
2019,"20702",1292,1562,642,185,457,431,3,24,277,3,50,270,1562,62,709,648,1326,1779,1104,1435,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,575,385,75,20,1242,871,80,27,1477,1782,680,2766,135,674,7471,11042,108,32,156,205,11042,333,612,1670,8,710,6,5,null,3,5,7,5,4,5,null,16,41,26,null,11216,34,1175,59453,143,64334,71885,81,61,895,4597,227,1525,43,25657,20088,26128,579500,1152000,819,789,"Manningham - West",5,12,5,null,"20702","Manningham - West"
2019,"20703",1153,1388,571,170,401,560,3,29,312,9,33,235,1391,115,693,578,1526,2119,1154,1515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,552,512,74,15,1361,889,117,31,1743,1417,717,3097,181,909,7455,11638,117,27,223,288,11638,415,760,1621,8,754,4,5,3,4,12,4,5,5,5,null,12,45,29,null,13556,60,1125,60908,230,65454,75636,12,74,443,5443,365,1594,2026,28242,21153,26232,682000,1112500,865,715,"Whitehorse - West",4,10,11,null,"20703","Whitehorse - West"
2019,"20801",484,718,613,331,282,387,11,33,253,11,43,234,718,105,728,623,1462,1888,1335,1641,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,428,450,167,21,2014,1074,196,31,2971,1877,295,3312,213,885,9238,13653,252,34,257,298,13653,401,503,1670,9,705,3,3,3,null,8,3,8,6,8,null,13,39,26,null,13070,107,875,59833,111,66220,73855,15,114,212,4487,217,2474,17,25528,21478,26842,806000,1750000,1057,731,"Bayside",3,9,9,null,"20801","Bayside"
2019,"20802",1255,1527,720,262,459,439,3,54,351,10,63,272,1527,117,843,727,2059,2557,1760,2177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,666,696,99,33,1959,1319,223,57,3062,2606,1027,3884,231,967,11958,17035,272,56,283,392,17035,539,644,2121,3,971,6,null,4,4,9,3,16,6,9,null,16,62,50,null,12853,94,1572,86545,196,91138,101068,54,113,329,6162,313,2736,23,37578,29091,34380,640000,1310000,1208,1363,"Glen Eira",6,22,4,null,"20802","Glen Eira"
2019,"20803",368,618,295,157,138,457,5,41,331,19,60,250,623,208,513,305,1385,1890,1315,1717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,493,474,93,46,1202,623,106,26,1790,1608,695,3761,495,1447,8062,13757,187,39,233,1021,13757,717,1028,2506,4,855,8,17,10,10,11,3,10,8,10,null,17,86,67,null,18924,48,2275,77339,251,80551,98576,155,175,1174,11905,1005,3283,56,38045,28110,32382,605000,940000,1091,1045,"Kingston",5,24,20,null,"20803","Kingston"
2019,"20804",612,657,400,138,262,126,3,18,101,3,20,45,657,68,471,403,659,807,553,676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,196,253,89,22,870,794,63,7,1186,931,185,1349,104,456,4215,6128,85,33,94,120,6128,147,196,542,4,302,4,null,null,null,4,null,6,null,null,null,3,22,17,null,5423,43,323,23203,68,26246,28975,13,24,114,1741,132,634,3,9430,8388,11150,615800,1980000,337,378,"Stonnington - East",null,4,4,null,"20804","Stonnington - East"
